,ID,Is desens,IC ISI Decile 0,IC ISI Decile 1,IC ISI Decile 2,IC ISI Decile 3,IC ISI Decile 4,IC ISI Decile 5,IC ISI Decile 6,IC ISI Decile 7,IC ISI Decile 8,IC ISI Decile 9,IC ISI Decile 10,IC Phase Decile 0,IC Phase Decile 1,IC Phase Decile 2,IC Phase Decile 3,IC Phase Decile 4,IC Phase Decile 5,IC Phase Decile 6,IC Phase Decile 7,IC Phase Decile 8,IC Phase Decile 9,IC Phase Decile 10,IC Additional feature 0,IC Additional feature 1,IC Additional feature 2,IC Additional feature 3,PD ISI Decile 0,PD ISI Decile 1,PD ISI Decile 2,PD ISI Decile 3,PD ISI Decile 4,PD ISI Decile 5,PD ISI Decile 6,PD ISI Decile 7,PD ISI Decile 8,PD ISI Decile 9,PD ISI Decile 10,PD Phase Decile 0,PD Phase Decile 1,PD Phase Decile 2,PD Phase Decile 3,PD Phase Decile 4,PD Phase Decile 5,PD Phase Decile 6,PD Phase Decile 7,PD Phase Decile 8,PD Phase Decile 9,PD Phase Decile 10,PD Additional feature 0,PD Additional feature 1,PD Additional feature 2,PD Additional feature 3,AM ISI Decile 0,AM ISI Decile 1,AM ISI Decile 2,AM ISI Decile 3,AM ISI Decile 4,AM ISI Decile 5,AM ISI Decile 6,AM ISI Decile 7,AM ISI Decile 8,AM ISI Decile 9,AM ISI Decile 10,AM Phase Decile 0,AM Phase Decile 1,AM Phase Decile 2,AM Phase Decile 3,AM Phase Decile 4,AM Phase Decile 5,AM Phase Decile 6,AM Phase Decile 7,AM Phase Decile 8,AM Phase Decile 9,AM Phase Decile 10,AM Additional feature 0,AM Additional feature 1,AM Additional feature 2,AM Additional feature 3,LG ISI Decile 0,LG ISI Decile 1,LG ISI Decile 2,LG ISI Decile 3,LG ISI Decile 4,LG ISI Decile 5,LG ISI Decile 6,LG ISI Decile 7,LG ISI Decile 8,LG ISI Decile 9,LG ISI Decile 10,LG Phase Decile 0,LG Phase Decile 1,LG Phase Decile 2,LG Phase Decile 3,LG Phase Decile 4,LG Phase Decile 5,LG Phase Decile 6,LG Phase Decile 7,LG Phase Decile 8,LG Phase Decile 9,LG Phase Decile 10,LG Additional feature 0,LG Additional feature 1,LG Additional feature 2,LG Additional feature 3,DG ISI Decile 0,DG ISI Decile 1,DG ISI Decile 2,DG ISI Decile 3,DG ISI Decile 4,DG ISI Decile 5,DG ISI Decile 6,DG ISI Decile 7,DG ISI Decile 8,DG ISI Decile 9,DG ISI Decile 10,DG Phase Decile 0,DG Phase Decile 1,DG Phase Decile 2,DG Phase Decile 3,DG Phase Decile 4,DG Phase Decile 5,DG Phase Decile 6,DG Phase Decile 7,DG Phase Decile 8,DG Phase Decile 9,DG Phase Decile 10,DG Additional feature 0,DG Additional feature 1,DG Additional feature 2,DG Additional feature 3,# Long IC Bursts
59,"4-17-23 Unfed Hemo +
 gsif 10^-6M segment 3",False,0.04554,0.05698,0.06138,0.06534,0.06952,0.07491,0.08404,0.1064799999997831,0.1665400000001682,0.9068400000004658,1.2287000000001171,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,13.772935826293846,0.9221128021480004,1.0007167174341938,4.441975308610231,0.01012,0.01276,0.0176,0.0209,0.02178,0.02266,0.02332,0.02442,0.02684,0.0374,1.1891000000000531,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,50.30574335773492,0.9768732654947908,1.0163595336591649,35.169642857658296,0.01012,0.02794,0.04576,0.063778,0.08382,0.1020800000001145,0.1210000000000945,0.1501060000003689,0.2070199999998294,0.3150180000001459,0.88176,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,17.77456888,0.9558383233528888,1.029540200359358,0.5450121654622115,1.2531199999998537,1.286779999999908,1.3591159999999944,1.3824800000002142,1.422211999999854,3.911819999999807,7.147139999999938,13.93634,16.948360000000235,19.083900000000085,20.17664000000013,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.9357336008374082,1.0553739930955226,0.2530230726463977,0.04092,0.04422,0.04598,0.048994,0.05148,0.0561,0.061028,0.06974,0.083644,0.1210440000000744,8.45702,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,17.128106834698187,0.9708644416118208,1.120794215,11.715133531164769,0
60,"4-27-23 1-hour Fed Hemo +
 gsif 10^-6M segment 0",False,0.0231,0.02772,0.02926,0.03168,0.0352,0.04114,0.0539,0.0671,0.086064,0.3931400000001304,4.361059999999952,0,2.0,5.0,7.0,9.0,11.0,14.0,16.799999999999955,50.0,78.0,97,24.90061745165967,0.9789133834434288,1.056043897501471,17.913043478285616,0.01012,0.01782,0.01936,0.02024,0.0209,0.02211,0.02332,0.0253,0.02948,0.7062220000000706,3.288119999999708,0,25.0,33.0,41.0,49.0,57.0,65.0,72.0,81.0,90.0,99,47.32424999106321,0.9816004282081312,1.066581031898941,38.5402298848547,0.01056,0.0693,0.07436,0.08316,0.09812,0.12408,0.1506999999999152,0.1799599999999372,0.2174040000000787,0.2743399999999383,0.7321600000000217,0,5.0,10.0,15.0,22.0,33.0,46.0,65.0,79.0,91.0,99,9.782114358,0.6400240384614156,1.061224489795905,0.09821428571398651,0.06556,0.08646,0.10428,0.119196,0.1339799999998831,0.1458600000000842,0.1676840000000083,0.2188780000001313,0.29876,3.379067999999954,8.5877,0,1.0,4.0,30.099999999999994,35.0,38.0,42.19999999999999,85.89999999999998,93.0,95.0,99,8.182474726117983,0.9822979377481756,1.1923817087698825,9.749226006177507,0.05368,0.0605,0.06314,0.06666,0.0704,0.07656,0.08624,0.1152799999999842,0.16852,0.3354779999999209,6.130300000000034,0,9.0,12.0,15.0,17.0,20.0,23.0,27.0,32.0,69.0,99,12.845933149495382,0.9773551049703728,1.0064653615546035,8.297297297284747,18
61,"4-27-23 1-hour Fed Hemo +
 gsif 10^-6M segment 1",False,0.01958,0.02376,0.02464,0.02574,0.02706,0.02926,0.03388,0.04136,0.05984,0.1597200000001066,5.287259999999833,0,2.0,4.0,6.0,8.0,9.0,12.0,14.0,18.0,84.0,98,32.18016488385058,0.98551991,1.2936268704919982,38.96428571428729,0.01012,0.01694,0.01782,0.0187,0.01914,0.02002,0.02134,0.02266,0.02508,0.6712199999999484,2.83030000000008,0,23.0,31.0,39.0,46.0,55.0,64.0,73.0,82.0,90.70000000000005,99,50.32071740241727,0.9834434512242792,1.0243649972131936,50.0,0.01738,0.06204,0.06424,0.06754,0.07546,0.09911,0.1267199999999775,0.1562000000001262,0.2159520000000611,0.2983200000001034,1.020140000000083,0,4.0,8.800000000000011,13.0,18.0,27.0,37.39999999999998,63.0,81.0,93.0,99,11.490015422402234,0.6070735389260455,1.1224885015734305,1.3787465939994952,0.06182,0.07821,0.08844,0.1027400000000398,0.1155000000001109,0.1278200000001561,0.1451999999999316,0.1733600000000024,0.2224200000000564,2.80863,10.643599999999878,0,2.0,4.0,28.0,30.0,33.0,36.0,93.0,95.0,96.0,99,8.937000332,0.9848077718065212,1.2001984619200898,22.23140495872317,0.04466,0.05412,0.0561,0.0583,0.06028,0.06314,0.06622,0.071874,0.08338,0.1240360000000464,9.907920000000104,1,8.0,10.0,12.0,14.0,16.0,19.0,21.0,24.0,28.0,89,14.996910029607552,0.984456879,1.036788066,32.592105263006516,18
62,"4-27-23 1-hour Fed Hemo +
 gsif 10^-6M segment 2",False,0.02134,0.02552,0.02728,0.02904,0.03212,0.03608,0.044,0.050138,0.066704,0.3573239999999269,4.265799999999672,0,2.0,5.0,7.0,9.0,11.0,13.0,16.0,62.0,90.0,98,28.285029497542485,0.9730273336771312,1.1680019275946516,1.5083829096793022,0.01012,0.0143,0.01848,0.01958,0.02046,0.02134,0.02222,0.02354,0.02552,0.05742,2.953719999999976,0,22.0,31.0,38.0,46.0,55.0,63.0,72.0,81.20000000000005,91.0,99,50.96523404022341,0.9920303887978076,1.0011931394480893,1.0630728939332514,0.01716,0.06424,0.06754,0.07128,0.0781,0.09394,0.1238599999996949,0.1641199999999116,0.239448,0.4167460000000128,1.0878999999999903,0,4.0,8.0,12.0,16.0,23.0,34.0,58.0,76.20000000000005,92.0,99,11.735540026823609,0.6167846309401853,1.025720804812518,0.7257281553395988,0.07106,0.08624,0.09922,0.1151700000000346,0.1258400000001529,0.1436600000001817,0.1579600000000027,0.2038299999999253,0.3416600000000471,3.0551399999999376,10.599819999999909,0,2.0,3.6000000000000014,22.0,29.200000000000003,33.0,38.0,64.0,93.4,96.0,99,8.311991451154553,0.9859903281376676,1.1618278273450655,9.628407460554758,0.04906,0.05742,0.05918,0.06204,0.0649,0.06864,0.073436,0.08074,0.09768,0.13046,10.080619999999726,1,8.0,11.0,13.0,15.0,17.0,20.0,22.0,25.0,29.0,99,14.043312927574336,0.981187665,1.0377542238528727,28.484771573639865,15
63,"4-27-23 1-hour Fed Hemo +
 gsif 10^-6M segment 3",False,0.02838,0.03454,0.03784,0.04246,0.04994,0.05522,0.05962,0.06798,0.09768,0.4531999999999243,5.3134399999999005,0,2.0,5.0,8.0,11.0,15.0,54.39999999999998,65.0,81.0,94.0,98,20.476527552465107,0.9826515402450954,1.018641923239151,0.23557337271853904,0.01012,0.011,0.01254,0.01386,0.01672,0.02244,0.02376,0.02508,0.02706,0.03234,3.425619999999981,0,21.0,29.0,38.0,47.0,56.0,64.0,73.0,81.0,91.0,99,58.364025248126566,0.9959540170830324,1.1158007882478005,50.0,0.03322,0.07656,0.08052,0.086438,0.09658,0.1091200000005301,0.1367519999999785,0.1896620000000439,0.2620200000001205,0.4499219999999241,1.3386999999997895,0,4.0,8.0,12.0,18.0,34.0,53.0,66.0,81.60000000000002,93.0,99,9.89244484,0.5600657354148161,1.0735709244882348,0.8670520231151024,0.08492,0.1027399999998124,0.1134320000001935,0.1232,0.1390839999998206,0.1550999999999476,0.1720400000003792,0.1999799999998686,0.2449919999999111,3.229820000000018,9.94268,0,2.0,27.0,34.0,39.0,52.0,58.0,90.0,95.0,97.0,99,7.355173743389689,0.9851971500641744,1.1168112289025185,14.921052631606585,0.04378,0.05544,0.06028,0.06402,0.06732,0.0737,0.07964,0.09174,0.1218799999996917,0.1847999999999956,9.574840000000222,0,7.0,10.0,13.0,15.0,18.0,22.0,26.0,32.0,82.89999999999998,99,13.304329619142502,0.9786774504848365,1.0089484421365236,50.0,13
64,"4-30-23 1-hour Fed Hemo +
 gsif 10^-6M segment 0",False,0.0231,0.03432,0.03674,0.03872,0.04114,0.04422,0.04884,0.05632,0.07392,0.4633200000002944,8.840920000000096,0,2.0,4.0,6.0,8.0,10.0,12.0,15.0,66.60000000000002,92.0,98,22.571603530089945,0.9922112178370738,1.4113226101003844,20.15834767646526,0.01012,0.0132,0.01606,0.0176,0.01804,0.01892,0.02002,0.02222,0.02816,0.06171,2.2506000000000768,0,18.0,28.0,36.0,45.0,54.0,63.0,73.0,82.0,91.0,99,54.178107976650935,0.9900293255132144,1.117300131061512,14.669117647080505,0.044,0.07898,0.0847,0.093258,0.1040599999997539,0.1196799999997892,0.1381160000002182,0.1674419999999599,0.2287999999994099,0.3888719999999012,1.8616399999996247,0,4.0,8.0,13.0,32.0,46.0,59.0,71.0,82.0,92.30000000000008,99,9.298536181,0.9433939966909732,1.0109916367978729,3.7584269663035355,0.02244,0.1069199999998318,0.1753400000000056,0.2250599999999849,0.3007399999999052,0.3821400000000494,0.4182200000000193,0.5079799999998613,0.8111400000000231,0.9648100000000568,4.93416,0,34.0,39.0,42.0,46.0,51.0,57.79999999999998,64.6,74.0,92.0,99,9.209907491677708,0.9415462814339044,1.0764578833694098,1.865215137375937,0.04136,0.04554,0.04686,0.04818,0.0495,0.05148,0.05368,0.05742,0.06534,0.08019,10.47925999999984,5,10.0,13.0,16.0,18.0,21.0,23.799999999999955,26.0,29.0,33.0,44,18.42764148063524,0.9875926353578344,1.0568905456078093,50.0,16
65,"4-30-23 1-hour Fed Hemo +
 gsif 10^-6M segment 1",False,0.02178,0.03322,0.0352,0.03718,0.03916,0.04202,0.04708,0.05456,0.07326,0.5164060000002583,6.181339999999864,0,2.0,4.0,7.0,9.0,11.0,13.0,53.0,79.0,93.0,97,23.540049207205577,0.990248069,1.001104539300231,0.4626903878152531,0.01012,0.01342,0.01562,0.0176,0.01848,0.0198,0.02156,0.0242,0.0319,0.05676,1.916859999999815,0,18.0,27.0,36.0,44.0,52.0,63.0,71.0,80.0,91.0,99,52.32896065551672,0.99449099,1.038250715,24.658227848074603,0.02926,0.07304,0.07634,0.08096,0.08954,0.1018599999999878,0.1196800000000166,0.1471799999999348,0.2042039999998906,0.32296,2.629220000000032,0,4.0,9.0,14.0,37.0,50.0,63.0,74.0,83.0,93.0,99,10.302066071827744,0.9659442724458428,1.2574705387204352,8.05020920503477,0.02442,0.1150600000000849,0.1799599999997099,0.22814,0.2926440000000639,0.37312,0.431156,0.5194200000000819,0.7702200000001085,0.9574399999996784,5.255799999999908,0,35.2,39.400000000000006,42.0,46.0,52.0,57.0,65.0,74.0,87.0,99,9.447562797445554,0.9022603599833036,1.017505004472036,0.2486839631508906,0.04026,0.04356,0.04466,0.04554,0.04664,0.0484,0.05192,0.05588,0.06314,0.088,11.007260000000317,5,11.0,14.0,17.0,19.0,22.0,25.0,27.0,30.0,34.0,43,19.09658605616594,0.982551516,1.0212483670803598,50.0,14
66,"4-30-23 1-hour Fed Hemo +
 gsif 10^-6M segment 2",False,0.02156,0.03234,0.03454,0.03608,0.0385,0.0407,0.04422,0.04994,0.067408,0.5123799999998937,6.896340000000009,0,2.0,4.0,7.0,9.0,11.0,14.0,56.0,82.0,94.0,98,24.411270219796062,0.9938431109835228,1.1364196635731472,0.5143731700826062,0.01012,0.01342,0.0165,0.01804,0.01914,0.02046,0.02222,0.0253,0.03322,0.06094,1.6898200000000545,0,16.0,26.0,35.0,44.0,53.0,62.0,73.0,81.0,92.0,99,51.17163348919748,0.974612681,1.0703734671126484,18.55789473685917,0.04004,0.07106,0.0737,0.0781,0.08382,0.09372,0.1093399999997473,0.1328800000001138,0.18964,0.3986399999998866,2.8406400000001213,0,4.0,8.0,12.0,17.200000000000045,51.0,64.0,76.0,86.0,94.0,99,10.928444174422635,0.957403965,1.0210343191523163,6.154302670627773,0.02464,0.09064,0.1702360000000681,0.2488200000000233,0.3050519999999779,0.3669600000000628,0.4176039999998919,0.5764,0.7579000000000179,1.0080399999999372,5.430699999999888,0,34.0,39.0,42.0,46.0,50.5,56.0,63.0,76.0,93.0,99,10.251934388758588,0.9918979137127631,1.0492200450546258,17.735714285724516,0.03982,0.04246,0.04334,0.04422,0.0451,0.04686,0.04994,0.055,0.06424,0.08514,10.527000000000044,5,11.0,14.0,17.0,19.0,21.0,24.0,26.0,29.0,32.0,41,19.55746975135196,0.9849111807732446,1.027551699701523,50.0,14
67,"4-30-23 1-hour Fed Hemo +
 gsif 10^-6M segment 3",False,0.0209,0.03146,0.03388,0.03542,0.03718,0.03938,0.04202,0.04774,0.061424,0.2081199999993259,6.258340000000089,0,2.0,4.0,7.0,9.0,11.0,13.0,16.0,78.0,94.0,98,25.083355266667905,0.961261293,1.0270787449904255,26.47619047608033,0.01012,0.0143,0.01716,0.01826,0.01914,0.02046,0.02222,0.02552,0.0319,0.06776,1.7148999999999432,0,15.100000000000025,26.0,33.0,43.0,52.0,62.0,71.0,81.0,92.0,99,50.27980076,0.9853752405388712,1.020822420115463,0.5814472425880611,0.0473,0.07018,0.07282,0.07568,0.08096,0.09086,0.1064799999999195,0.1326599999999871,0.1876600000000508,0.4899400000001606,3.141160000000127,0,3.0,7.0,10.0,14.0,40.0,60.0,75.59999999999991,87.0,94.0,99,11.219076023071064,0.9681327917076328,1.128249704,8.604938271643531,0.0297,0.1040600000001177,0.1680800000001454,0.2705999999999449,0.3407799999999952,0.3773000000001048,0.45826,0.6098399999999629,0.7708800000000338,1.1829399999996897,5.674239999999827,0,3.0,37.0,40.0,44.0,47.0,53.0,61.0,82.80000000000001,94.0,98,10.983064627449384,0.9466501240694534,1.0977187606400711,8.758186397978532,0.03938,0.0418,0.0429,0.04378,0.0451,0.04708,0.05038,0.05544,0.066,0.08954,10.981520000000272,4,12.0,14.0,17.0,19.0,22.0,24.0,26.0,29.0,32.0,41,19.49871917248569,0.9893220610625866,1.0023293172690892,50.0,14
68,"6-17-23 Fed Hemo 0 +
 gsif 10^-6M segment 0",False,0.02354,0.03146,0.03256,0.03344,0.03476,0.03674,0.03982,0.04422,0.05192,0.07095,10.22647999999981,0,2.0,5.0,7.0,9.0,10.0,12.0,14.0,17.0,20.0,98,25.630687798101423,0.993137424,1.0097753834122314,50.0,0.02376,0.0253,0.02596,0.02684,0.02772,0.0286,0.02992,0.03157,0.03806,0.8239000000000942,2.139939999999797,0,17.0,27.0,36.0,46.0,54.0,62.0,72.0,82.0,91.0,99,33.99453846632524,0.9760460573661124,1.036220304676504,27.017241379400517,0.08448,0.09746,0.10714,0.1216600000000198,0.1344200000003184,0.1484999999997853,0.1647800000000643,0.1925000000001091,0.23474,0.3390200000001186,2.2072599999999056,0,5.0,10.0,15.0,26.800000000000068,43.0,51.0,63.69999999999993,80.80000000000007,92.0,99,7.544876381242633,0.9331207016844564,1.0388279146822328,3.4210526315695127,0.09196,0.1163800000001401,0.1254879999999048,0.1317139999998062,0.1397440000002007,0.1531200000001717,0.1742400000000088,0.2236299999996162,0.2998599999999443,4.819099999999777,8.155179999999973,0,2.0,4.0,38.0,41.0,43.0,44.0,47.0,50.0,55.0,99,7.052609118586618,0.9625563139010952,1.0207627702051805,17.481308411195034,0.05148,0.05808,0.06028,0.0627,0.06578,0.07007,0.07546,0.08272,0.0957,0.1173700000000508,10.033980000000156,6,12.0,15.0,18.0,21.0,24.0,28.0,31.0,35.0,40.0,51,13.731290321463844,0.9683834330943376,1.0162206724449232,50.0,13
69,"6-17-23 Fed Hemo 0 +
 gsif 10^-6M segment 1",False,0.02442,0.0297,0.03058,0.03124,0.03234,0.03388,0.03696,0.04114,0.04796,0.068574,10.22207999999955,0,2.0,5.0,7.0,8.800000000000011,10.0,12.0,14.0,17.0,20.299999999999955,98,27.33119770482723,0.9928116391184552,1.0057360548929326,50.0,0.02332,0.02464,0.02508,0.02574,0.0264,0.0275,0.02882,0.03058,0.04026,0.81774,2.0647,0,18.0,26.0,39.0,47.0,55.0,63.0,76.0,84.0,91.0,99,35.15911435341543,0.9826318593499384,1.0971475333178675,7.841463414626215,0.0781,0.08976,0.0935,0.100254,0.1168200000000069,0.1303499999999076,0.1432200000003377,0.1645599999997785,0.2049080000001595,0.2807199999999966,3.3107800000000225,0,4.0,9.0,14.0,20.0,46.0,54.0,66.0,81.0,92.0,99,8.367446401106795,0.9571400093029891,1.2504362276693128,7.421412300638598,0.07326,0.09658,0.1076240000001689,0.1141800000000557,0.1187999999999647,0.1264999999998508,0.1392599999996946,0.1744160000002693,0.2775520000001507,0.4250620000000937,7.033400000000029,0,2.0,4.0,41.7,44.0,45.0,47.0,49.0,51.0,55.0,99,8.316770490692678,0.9406944010009288,1.0262254036528762,36.129982668944734,0.04708,0.055506,0.0572,0.05962,0.0627,0.06644,0.071456,0.0803,0.08778,0.1193939999999202,9.77724,7,13.0,16.0,19.0,22.0,25.0,28.0,32.0,36.0,40.0,50,14.308234834439588,0.9813689752936812,1.0184476476384834,50.0,13
70,"6-17-23 Fed Hemo 0 +
 gsif 10^-6M segment 2",False,0.02398,0.02904,0.0297,0.03036,0.03124,0.03256,0.03542,0.04048,0.04818,0.07084,10.497079999999867,0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,17.0,81.0,98,28.08936778,0.991826298,1.007219455,50.0,0.02332,0.02486,0.02552,0.02596,0.02662,0.02772,0.02904,0.0308,0.04136,0.8524779999998826,2.089339999999993,0,17.0,29.0,37.0,46.0,55.0,65.0,73.0,84.0,92.0,99,34.745866886827244,0.9706223017795704,1.0985540775012712,14.308695652231528,0.07898,0.08954,0.093676,0.1009140000001252,0.1167319999999563,0.1350800000000163,0.1488080000000991,0.1680579999999963,0.2013440000000173,0.3009820000001358,3.3437799999999243,0,4.0,8.0,13.0,20.0,45.0,53.0,66.0,83.0,93.0,99,8.296622053968056,0.9505888545298752,1.0012516469037926,10.492723492721451,0.066,0.087582,0.09702,0.1052919999998721,0.1095599999998739,0.1178100000000768,0.1300199999998312,0.1594559999999773,0.23958,0.4418479999997772,9.114160000000084,0,3.0,4.200000000000003,38.0,42.0,44.0,46.0,48.0,50.0,53.0,99,8.850222967068815,0.9681374915516228,1.1141351118760874,0.6513630354781758,0.05126,0.055,0.05654,0.05896,0.06226,0.06666,0.07282,0.082962,0.1051600000000689,0.1305699999998979,10.438779999999952,0,11.0,14.0,17.0,20.0,23.0,26.0,30.0,34.0,39.0,99,14.123673736154965,0.9856266728487436,1.002027326674095,50.0,12
71,"6-17-23 Fed Hemo 0 +
 gsif 10^-6M segment 3",False,0.02244,0.02882,0.02948,0.03014,0.03102,0.03278,0.0352,0.0396,0.0473,0.06952,11.471019999999951,0,2.0,4.0,6.0,8.0,10.0,11.0,13.0,16.0,82.0,96,28.393638019247952,0.9942271916533876,1.0008830022074982,50.0,0.02354,0.0253,0.02574,0.0264,0.02728,0.02816,0.02926,0.03168,0.04334,0.8548100000000431,2.524059999999736,0,21.0,30.0,39.0,48.0,57.0,65.0,73.0,84.0,92.0,99,34.19490404572786,0.9797786106509788,1.2761957730811395,15.616352201092907,0.0814,0.08866,0.09218,0.09966,0.1139600000001337,0.1415700000000015,0.1553200000003016,0.1757800000000315,0.2051280000000136,0.3249399999999696,3.4962399999999434,0,4.0,8.0,12.0,18.0,43.0,50.0,63.0,84.0,93.0,99,8.301246668,0.9643216712810896,1.0251580441233583,5.930594900839308,0.06512,0.084832,0.091256,0.097768,0.1036200000000008,0.1127499999993233,0.1233319999999821,0.1422299999999947,0.2453880000000481,0.4084959999999456,9.284660000000711,1,2.0,4.0,39.0,41.0,42.0,44.0,45.0,47.0,50.0,56,9.469069371749567,0.9637940430775758,1.0450425911252854,42.915547025014355,0.05016,0.05412,0.0561,0.05852,0.06248,0.06732,0.07546,0.08624,0.1097799999997732,0.1377200000001721,11.650319999999738,0,11.0,14.0,17.0,19.80000000000001,22.0,25.0,29.0,33.0,37.0,45,13.933090570855745,0.9810030969106334,1.0478451858007445,50.0,11
72,"5-1-23 1-hour Fed Hemo +
 gsif 10^-6M segment 0",False,0.01012,0.03608,0.03828,0.04048,0.04268,0.04532,0.05104,0.05962,0.07876,0.9369799999999486,9.39004,-100,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,7.0,44.0,60.0,99,22.51276404848109,0.9935335738718954,1.4436176689440163,50.0,0.01012,0.01166,0.01364,0.0154,0.0176,0.02398,0.02684,0.02816,0.03014,0.039754,1.433080000000018,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,20.0,47.0,72.0,99,53.47108095719016,0.9926312557568724,1.0437429899054795,50.0,0.0935,0.1064799999999195,0.1191080000000056,0.1382039999999733,0.1623600000000351,0.1968999999999141,0.2305599999997412,0.2905980000001819,0.4125000000000005,0.7709900000000077,26.699600000000142,-100,-100.0,-100.0,-100.0,-100.0,4.0,18.399999999999977,49.0,67.0,87.0,99,7.168043289766267,0.2547011940253784,2.820727906608218,28.95765472312398,0.1304599999994025,0.1988800000003721,0.2316600000001472,0.2730199999998604,0.3139400000000023,0.3535400000002937,0.4298799999996845,0.5493399999998019,0.9490800000000944,1.5404399999999896,14.91226000000006,-100,-100.0,-100.0,-100.0,-100.0,1.0,14.799999999999995,24.599999999999994,47.20000000000002,66.80000000000007,99,4.9169875377277465,0.9631618547423528,1.1280809492901875,12.58490566034672,0.03212,0.0462,0.04994,0.0517,0.05302,0.05456,0.05588,0.05764,0.06006,0.06446,21.68870000000016,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0,45.0,70.0,99,18.639672424361432,0.993579145,134.12925170040148,50.0,4
73,"5-1-23 1-hour Fed Hemo +
 gsif 10^-6M segment 1",False,0.01012,0.03432,0.03608,0.0374,0.03894,0.04048,0.04268,0.04598,0.05786,0.2681799999999157,10.550100000000157,-100,-100.0,-100.0,1.0,3.0,9.0,17.0,41.59999999999991,78.0,94.0,99,24.964688160901915,0.9957043061203262,1.149558922236123,3.507526881720459,0.01012,0.01276,0.01518,0.01892,0.02552,0.02772,0.02838,0.0297,0.03278,0.045562,1.510740000000169,-100,-100.0,-100.0,7.0,20.0,32.0,45.0,59.0,73.0,85.0,99,47.18747406973388,0.98106888,1.015828402366957,0.7504617278885242,0.0891,0.09746,0.1023000000000138,0.1137399999997796,0.1271600000000035,0.1525700000000824,0.1826000000000931,0.2244000000000596,0.2771560000000136,0.40348,3.567739999999958,-100,-100.0,-100.0,1.0,8.0,19.0,41.0,62.79999999999996,76.20000000000005,89.0,99,7.798167833638636,0.9470308935067772,1.6591978719049836,10.292332268356956,0.08558,0.1861199999998462,0.2085600000002614,0.2384800000002087,0.2609199999999418,0.2895200000000386,0.3273160000001553,0.3982000000003154,0.6056600000003982,0.9374199999999746,12.293820000000096,-100,-100.0,-100.0,2.5999999999999943,15.0,22.0,29.0,37.0,50.0,93.0,99,5.127168919523753,0.940588035,1.030406402,10.13076923075933,0.03234,0.040458,0.04752,0.04994,0.05126,0.05258,0.05368,0.05544,0.05874,0.070422,21.16026000000033,-100,-100.0,-100.0,0.0,11.0,25.0,44.0,58.99999999999977,72.0,85.0,99,19.19811436447061,0.991817681,1.7873894298669812,50.0,8
74,"5-1-23 1-hour Fed Hemo +
 gsif 10^-6M segment 2",False,0.01012,0.03344,0.03476,0.03608,0.03762,0.03894,0.04114,0.04554,0.05302,0.0946,9.328880000000026,-100,-100.0,-100.0,-100.0,-100.0,2.0,6.0,12.0,38.0,93.0,99,25.37275463,0.9937505895670308,1.001464267157918,50.0,0.01012,0.01298,0.01606,0.02024,0.02684,0.0286,0.02948,0.03102,0.03432,0.04796,1.453320000000076,-100,-100.0,-100.0,-100.0,-100.0,8.0,29.0,48.0,66.0,85.0,99,45.66262929343328,0.9791099000906897,1.009011761112098,47.21249999964279,0.08492,0.09834,0.1080200000000786,0.1158079999999699,0.1299319999999625,0.1458600000000842,0.1687399999999343,0.211046,0.2644399999999677,0.3762880000001361,4.25612,-100,-100.0,-100.0,-100.0,-100.0,2.0,11.0,29.0,70.0,87.0,99,7.666541765673182,0.8828698438953559,1.0018643190056995,4.485697940503473,0.1150600000000849,0.1579379999999901,0.1823359999999866,0.2080760000001191,0.2244880000000648,0.24343,0.2638679999999567,0.3073620000001028,0.378884,0.7883919999999089,12.539340000000038,-100,-100.0,-100.0,-100.0,-100.0,3.0,16.0,24.0,36.0,60.0,99,5.316769034262798,0.9515062196255968,1.0138387377932625,12.05058365757944,0.033,0.0363,0.03938,0.0429,0.04708,0.0495,0.0517,0.053658,0.05676,0.06666,20.413139999999885,-100,-100.0,-100.0,-100.0,-100.0,-100.0,16.0,42.0,60.0,79.0,99,20.82467592,0.9920894090767032,1.1168257483660449,50.0,7
